"BillID","Major","MajorProb","Minor","MinorProb","Private"
"116-s-2866",15,0.48,1501,0.58,0
"116-s-2867",1,0.3,107,0.78,0
"116-s-2868",16,0.48,1608,0.73,0
"116-s-2869",15,0.16,1501,0.25,0
"116-s-287",16,0.25,1615,0.47,0
"116-s-2870",9,0.87,900,1,0
"116-s-2871",21,0.43,2102,0.91,0
"116-s-2872",5,0.56,503,0.53,0
"116-s-2873",8,0.65,803,0.65,0
"116-s-2874",19,0.88,1921,0.92,0
"116-s-2875",21,0.78,2101,0.79,0
"116-s-2876",14,0.66,1406,0.64,0
"116-s-2877",15,0.58,1505,0.63,0
"116-s-2878",17,0.19,1709,0.47,0
"116-s-2879",3,0.38,398,0.57,0
"116-s-288",21,0.7,2102,0.95,0
"116-s-2880",3,0.36,325,0.23,0
"116-s-2881",17,0.29,1707,0.44,0
"116-s-2882",16,0.69,1608,0.44,0
"116-s-2883",15,0.79,1521,0.81,0
"116-s-2884",15,0.83,1521,0.75,0
"116-s-2885",15,0.2,1525,0.3,0
"116-s-2886",3,0.21,321,0.35,0
"116-s-2887",14,0.19,1401,0.72,0
"116-s-2888",12,0.37,1210,0.82,0
"116-s-2889",16,0.31,1615,0.56,0
"116-s-289",3,0.71,325,0.28,0
"116-s-2890",7,0.51,709,0.73,0
"116-s-2891",7,0.31,709,0.84,0
"116-s-2892",5,0.59,502,0.69,0
"116-s-2893",15,0.16,1525,0.31,0
"116-s-2894",21,0.26,2101,0.49,0
"116-s-2895",12,0.29,1203,0.41,0
"116-s-2896",21,0.93,2101,0.96,0
"116-s-2897",7,0.33,709,0.48,0
"116-s-2898",15,0.2,1525,0.26,0
"116-s-2899",6,0.67,601,0.74,0
"116-s-29",20,0.23,2002,0.78,0
"116-s-290",21,0.68,2102,0.86,0
"116-s-2900",20,0.28,2002,0.58,0
"116-s-2901",3,0.7,302,0.42,0
"116-s-2902",3,0.71,301,0.28,0
"116-s-2903",15,0.53,1501,0.57,0
"116-s-2904",15,0.19,1525,0.32,0
"116-s-2905",3,0.71,331,0.41,0
"116-s-2906",8,0.48,803,0.97,0
"116-s-2907",3,0.64,302,0.3,0
"116-s-2908",15,0.33,1525,0.33,0
"116-s-2909",21,0.13,2103,0.39,0
"116-s-291",14,0.65,1406,0.64,0
"116-s-2910",6,0.37,601,0.53,0
"116-s-2911",3,0.5,335,0.52,0
"116-s-2912",21,0.6,2103,0.82,0
"116-s-2913",15,0.18,1525,0.42,0
"116-s-2914",15,0.2,1525,0.31,0
"116-s-2915",16,0.41,1608,0.74,0
"116-s-2916",12,0.47,1206,0.35,0
"116-s-2917",7,0.4,704,0.47,0
"116-s-2918",10,0.47,1002,0.97,0
"116-s-2919",15,0.68,1501,0.87,0
"116-s-292",16,0.21,1608,0.37,0
"116-s-2920",12,0.87,1208,0.77,0
"116-s-2921",15,0.2,1525,0.31,0
"116-s-2922",10,0.27,1005,0.66,0
"116-s-2923",21,0.78,2104,0.88,0
"116-s-2924",21,0.79,2101,0.93,0
"116-s-2925",6,0.57,601,0.77,0
"116-s-2926",15,0.15,1501,0.31,0
"116-s-2927",3,0.21,398,0.85,0
"116-s-2928",6,0.97,601,0.99,0
"116-s-2929",8,0.31,802,0.55,0
"116-s-293",12,0.42,1203,0.51,0
"116-s-2930",7,0.46,701,0.47,0
"116-s-2931",15,0.2,1525,0.31,0
"116-s-2932",15,0.2,1525,0.31,0
"116-s-2933",15,0.51,1502,0.71,0
"116-s-2934",15,0.17,1501,0.31,0
"116-s-2935",8,0.38,803,0.87,0
"116-s-2936",12,0.19,1207,0.21,0
"116-s-2937",5,0.57,503,0.53,0
"116-s-2938",15,0.37,1525,0.35,0
"116-s-2939",19,0.44,1927,0.54,0
"116-s-294",21,0.56,2102,0.76,0
"116-s-2940",21,0.86,2101,0.9,0
"116-s-2941",15,0.2,1525,0.31,0
"116-s-2942",1,0.65,107,0.86,0
"116-s-2943",3,0.72,334,0.31,0
"116-s-2944",15,0.2,1525,0.31,0
"116-s-2945",20,1,2008,1,0
"116-s-2946",14,0.7,1406,0.56,0
"116-s-2947",20,0.18,2002,0.52,0
"116-s-2948",16,0.52,1608,0.75,0
"116-s-2949",15,0.2,1525,0.31,0
"116-s-295",18,0.28,1803,0.39,0
"116-s-2950",16,0.49,1608,0.67,0
"116-s-2951",14,0.71,1400,0.39,0
"116-s-2952",21,0.89,2101,0.9,0
"116-s-2953",19,0.4,1921,0.66,0
"116-s-2954",15,0.63,1504,0.6,0
"116-s-2955",7,0.68,700,0.42,0
"116-s-2956",15,0.22,1525,0.19,0
"116-s-2957",15,0.19,1525,0.3,0
"116-s-2958",4,0.31,403,0.75,0
"116-s-2959",15,0.18,1525,0.31,0
"116-s-296",3,0.92,334,0.81,0
"116-s-2960",15,0.2,1525,0.31,0
"116-s-2961",3,0.69,302,0.31,0
"116-s-2962",15,0.2,1525,0.31,0
"116-s-2963",12,0.17,1208,0.46,0
"116-s-2964",15,0.62,1505,0.7,0
"116-s-2965",15,0.33,1525,0.37,0
"116-s-2966",16,0.48,1608,0.73,0
"116-s-2967",15,0.19,1501,0.24,0
"116-s-2968",15,0.59,1525,0.64,0
"116-s-2969",7,0.26,709,0.59,0
"116-s-297",12,0.32,1210,0.48,0
"116-s-2970",10,0.18,1002,0.51,0
"116-s-2971",7,0.29,709,0.58,0
"116-s-2972",12,0.17,1207,0.2,0
"116-s-2973",5,0.53,503,0.5,0
"116-s-2974",3,0.35,321,0.39,0
"116-s-2975",15,0.19,1525,0.3,0
"116-s-2976",13,0.19,1301,0.27,0
"116-s-2977",16,0.44,1608,0.46,0
"116-s-2978",8,0.56,800,0.25,0
"116-s-2979",10,0.56,1002,0.36,0
"116-s-298",21,0.84,2101,0.97,0
"116-s-2980",7,0.58,701,0.54,0
"116-s-2981",17,0.54,1708,0.61,0
"116-s-2982",14,0.74,1400,0.42,0
"116-s-2983",16,0.84,1608,0.54,0
"116-s-2984",15,0.19,1525,0.3,0
"116-s-2985",21,0.88,2101,0.87,0
"116-s-2986",13,0.42,1303,0.55,0
"116-s-2987",15,0.19,1525,0.32,0
"116-s-2988",16,0.39,1608,0.73,0
"116-s-2989",13,0.64,1303,0.98,0
"116-s-299",3,0.77,325,0.61,0
"116-s-2990",20,0.46,2002,0.65,0
"116-s-2991",16,0.44,1608,0.7,0
"116-s-2992",15,0.31,1502,0.34,0
"116-s-2993",3,0.7,301,0.33,0
"116-s-2994",20,0.21,2002,0.52,0
"116-s-2995",16,0.33,1608,0.5,0
"116-s-2996",6,0.34,603,0.71,0
"116-s-2997",3,0.81,302,0.44,0
"116-s-2998",1,0.6,107,0.84,0
"116-s-2999",3,0.69,302,0.35,0
"116-s-3",3,0.71,335,0.39,0
"116-s-30",3,0.88,302,0.78,0
"116-s-300",8,0.73,803,0.76,0
"116-s-3000",3,0.54,321,0.23,0
"116-s-3001",3,0.56,302,0.37,0
"116-s-3002",5,0.36,504,0.32,0
"116-s-3003",15,0.66,1501,0.74,0
"116-s-3004",5,0.17,503,0.76,0
"116-s-3005",15,0.15,1525,0.25,0
"116-s-3006",16,0.22,1615,0.33,0
"116-s-3007",12,0.64,1207,0.61,0
"116-s-3008",15,0.86,1521,0.94,0
"116-s-3009",20,0.44,2002,0.49,0
"116-s-301",9,0.77,900,1,0
"116-s-3010",3,0.68,302,0.39,0
"116-s-3011",6,0.55,601,0.49,0
"116-s-3012",15,0.2,1502,0.63,0
"116-s-3013",21,0.22,2101,0.39,0
"116-s-3014",12,0.23,1201,0.28,0
"116-s-3015",20,0.22,2004,0.29,0
"116-s-3016",15,0.36,1504,0.39,0
"116-s-3017",15,0.53,1501,0.62,0
"116-s-3018",19,0.67,1921,0.43,0
"116-s-3019",7,0.37,701,0.63,0
"116-s-302",7,0.56,711,0.71,0
"116-s-3020",16,0.53,1608,0.7,0
"116-s-3021",20,0.22,2002,0.44,0
"116-s-3022",15,0.19,1501,0.2,0
"116-s-3023",15,0.2,1525,0.31,0
"116-s-3024",10,0.34,1002,0.56,0
"116-s-3025",12,0.17,1208,0.38,0
"116-s-3026",15,0.2,1525,0.3,0
"116-s-3027",12,0.66,1207,0.68,0
"116-s-3028",6,0.61,601,0.7,0
"116-s-3029",3,0.83,335,0.71,0
"116-s-303",3,0.23,331,0.22,0
"116-s-3030",15,0.19,1525,0.31,0
"116-s-3031",12,0.29,1210,0.56,0
"116-s-3032",8,0.85,806,0.66,0
"116-s-3033",17,0.26,1709,0.78,0
"116-s-3034",15,0.2,1525,0.31,0
"116-s-3035",15,0.13,1504,0.39,0
"116-s-3036",15,0.36,1504,0.38,0
"116-s-3037",12,0.52,1208,0.66,0
"116-s-3038",15,0.24,1525,0.31,0
"116-s-3039",16,0.4,1608,0.57,0
"116-s-304",3,0.86,325,0.47,0
"116-s-3040",15,0.2,1525,0.32,0
"116-s-3041",3,0.53,302,0.32,0
"116-s-3042",15,0.44,1525,0.36,0
"116-s-3043",10,0.22,1003,0.68,0
"116-s-3044",21,0.48,2104,0.6,0
"116-s-3045",17,0.24,1709,0.69,0
"116-s-3046",15,0.16,1501,0.27,0
"116-s-3047",15,0.16,1525,0.31,0
"116-s-3048",21,0.2,2103,0.38,0
"116-s-3049",15,0.2,1525,0.31,0
"116-s-305",21,0.78,2102,0.99,0
"116-s-3050",4,0.21,402,0.48,0
"116-s-3051",7,0.73,709,0.8,0
"116-s-3052",19,0.34,1921,0.81,0
"116-s-3053",4,0.28,403,0.76,0
"116-s-3054",6,0.8,601,0.83,0
"116-s-3055",6,0.67,601,0.97,0
"116-s-3056",21,0.34,2103,0.66,0
"116-s-3057",13,0.46,1303,0.86,0
"116-s-3058",6,0.33,602,0.73,0
"116-s-3059",14,0.57,1400,0.46,0
"116-s-306",12,0.23,1201,0.27,0
"116-s-3060",6,0.14,602,0.44,0
"116-s-3061",12,0.65,1208,0.83,0
"116-s-3062",15,0.2,1525,0.31,0
"116-s-3063",12,0.35,1201,0.5,0
"116-s-3064",2,0.33,207,0.61,0
"116-s-3065",12,0.48,1209,0.57,0
"116-s-3066",10,0.44,1007,0.95,0
"116-s-3067",21,0.35,2101,0.8,0
"116-s-3068",21,0.9,2101,0.81,0
"116-s-3069",21,0.78,2101,0.72,0
"116-s-307",3,0.24,331,0.46,0
"116-s-3070",12,0.22,1204,0.19,0
"116-s-3071",13,0.54,1308,0.86,0
"116-s-3072",15,0.18,1501,0.39,0
"116-s-3073",15,0.2,1525,0.31,0
"116-s-3074",6,0.46,601,0.51,0
"116-s-3075",21,0.46,2103,0.64,0
"116-s-3076",21,0.86,2103,0.88,0
"116-s-3077",7,0.42,700,0.44,0
"116-s-3078",15,0.2,1525,0.31,0
"116-s-3079",13,0.58,1308,0.86,0
"116-s-308",21,0.91,2103,0.54,0
"116-s-3080",15,0.18,1525,0.31,0
"116-s-3081",19,0.53,1921,0.91,0
"116-s-3082",15,0.2,1525,0.31,0
"116-s-3083",13,0.16,1303,0.32,0
"116-s-3084",16,0.67,1608,0.74,0
"116-s-3085",3,0.24,322,0.29,0
"116-s-3086",12,0.24,1204,0.67,0
"116-s-3087",16,0.64,1608,0.64,0
"116-s-3088",15,0.2,1525,0.31,0
"116-s-3089",16,0.49,1608,0.75,0
"116-s-309",20,0.21,2002,0.51,0
"116-s-3090",14,0.57,1406,0.71,0
"116-s-3091",16,0.42,1608,0.78,0
"116-s-3092",3,0.21,321,0.26,0
"116-s-3093",17,0.2,1709,0.57,0
"116-s-3094",17,0.18,1709,0.51,0
"116-s-3095",6,0.99,601,0.9,0
"116-s-3096",12,0.23,1201,0.2,0
"116-s-3097",9,0.71,900,1,0
"116-s-3098",21,0.92,2101,0.96,0
"116-s-3099",21,0.66,2103,0.59,0
"116-s-31",21,0.98,2101,0.91,0
"116-s-310",7,0.81,709,0.92,0
"116-s-3100",21,0.79,2102,0.79,0
"116-s-3101",1,0.37,107,0.88,0
"116-s-3102",1,0.17,107,0.61,0
"116-s-3103",99,0.3,9900,1,0
"116-s-3104",20,0.49,2004,0.77,0
"116-s-3105",20,1,2008,1,0
"116-s-3106",15,0.2,1525,0.31,0
"116-s-3107",8,0.65,802,0.73,0
"116-s-3108",15,0.92,1525,0.64,0
"116-s-3109",15,0.14,1525,0.29,0
"116-s-311",3,0.78,302,0.67,0
"116-s-3110",15,0.38,1525,0.42,0
"116-s-3111",15,0.19,1501,0.51,0
"116-s-3112",3,0.64,302,0.34,0
"116-s-3113",21,0.9,2102,0.93,0
"116-s-3114",15,0.25,1501,0.38,0
"116-s-3115",15,0.19,1525,0.29,0
"116-s-3116",20,0.18,2002,0.41,0
"116-s-3117",12,0.23,1201,0.2,0
"116-s-3118",19,0.23,1927,0.72,0
"116-s-3119",21,0.84,2101,0.93,0
"116-s-312",16,0.46,1605,0.5,0
"116-s-3120",21,0.89,2101,0.9,0
"116-s-3121",21,0.83,2101,0.91,0
"116-s-3122",16,0.77,1608,0.58,0
"116-s-3123",15,0.56,1505,0.53,0
"116-s-3124",12,0.25,1207,0.21,0
"116-s-3125",3,0.36,398,0.48,0
"116-s-3126",3,0.58,301,0.43,0
"116-s-3127",12,0.19,1207,0.21,0
"116-s-3128",16,0.91,1608,0.97,0
"116-s-3129",15,0.2,1525,0.29,0
"116-s-313",6,0.85,602,0.67,0
"116-s-3130",20,0.18,2002,0.52,0
"116-s-3131",7,0.46,709,0.68,0
"116-s-3132",15,0.25,1525,0.33,0
"116-s-3133",15,0.19,1525,0.3,0
"116-s-3134",9,0.61,900,1,0
"116-s-3135",8,0.85,800,0.36,0
"116-s-3136",15,0.96,1521,0.86,0
"116-s-3137",2,0.37,208,0.41,0
"116-s-3138",2,0.3,208,0.37,0
"116-s-3139",10,0.5,1002,0.6,0
"116-s-314",20,0.71,2002,0.73,0
"116-s-3140",4,0.21,402,0.3,0
"116-s-3141",4,0.31,403,0.51,0
"116-s-3142",19,0.23,1927,0.72,0
"116-s-3143",3,0.25,331,0.4,0
"116-s-3144",5,0.62,502,0.54,0
"116-s-3145",7,0.45,709,0.9,0
"116-s-3146",20,0.36,2002,0.31,0
"116-s-3147",16,0.33,1608,0.5,0
"116-s-3148",15,0.19,1525,0.3,0
"116-s-3149",6,0.69,601,0.4,0
"116-s-315",16,0.9,1615,0.97,0
"116-s-3150",21,0.48,2102,0.75,0
"116-s-3151",6,0.76,602,0.77,0
"116-s-3152",15,0.15,1501,0.36,0
"116-s-3153",19,0.46,1921,0.6,0
"116-s-3154",12,0.6,1208,0.6,0
"116-s-3155",6,0.6,601,0.53,0
"116-s-3156",21,0.69,2101,0.92,0
"116-s-3157",7,0.52,701,0.45,0
"116-s-3158",15,0.2,1525,0.31,0
"116-s-3159",16,0.36,1605,0.45,0
"116-s-316",21,0.98,2101,1,0
"116-s-3160",7,0.77,701,0.97,0
"116-s-3161",21,0.33,2101,0.73,0
"116-s-3162",3,0.67,321,0.5,0
"116-s-3163",3,0.55,321,0.36,0
"116-s-3164",15,0.19,1525,0.3,0
"116-s-3165",5,0.44,503,0.51,0
"116-s-3166",3,0.8,335,0.53,0
"116-s-3167",8,0.15,803,0.77,0
"116-s-3168",6,0.69,602,0.35,0
"116-s-3169",3,0.22,398,0.8,0
"116-s-317",3,0.86,332,0.43,0
"116-s-3170",12,0.18,1201,0.18,0
"116-s-3171",2,0.16,208,0.61,0
"116-s-3172",5,0.33,503,0.45,0
"116-s-3173",3,0.86,302,0.54,0
"116-s-3174",12,0.18,1206,0.39,0
"116-s-3175",10,0.85,1000,0.27,0
"116-s-3176",19,0.36,1921,0.68,0
"116-s-3177",16,0.51,1608,0.71,0
"116-s-3178",1,0.37,107,0.82,0
"116-s-3179",12,0.14,1208,0.85,0
"116-s-318",3,0.44,332,0.49,0
"116-s-3180",3,0.59,321,0.59,0
"116-s-3181",21,0.68,2102,0.52,0
"116-s-3182",3,0.83,301,0.28,0
"116-s-3183",6,0.81,602,0.89,0
"116-s-3184",20,0.31,2004,0.55,0
"116-s-3185",15,0.22,1525,0.37,0
"116-s-3186",14,0.43,1405,0.44,0
"116-s-3187",20,0.53,2002,0.52,0
"116-s-3188",5,0.22,502,0.51,0
"116-s-3189",17,0.27,1709,0.25,0
"116-s-319",3,0.39,332,0.29,0
"116-s-3190",16,0.27,1615,0.8,0
"116-s-3191",15,0.18,1501,0.23,0
"116-s-3192",21,0.2,2101,0.59,0
"116-s-3193",3,0.69,301,0.21,0
"116-s-3194",3,0.92,301,0.63,0
"116-s-3195",16,0.43,1608,0.66,0
"116-s-3196",12,0.21,1207,0.21,0
"116-s-3197",13,0.26,1303,0.63,0
"116-s-3198",12,0.23,1201,0.2,0
"116-s-3199",15,0.25,1502,0.63,0
"116-s-32",21,0.97,2101,0.97,0
"116-s-320",12,0.61,1201,0.52,0
"116-s-3200",3,0.41,331,0.38,0
"116-s-3201",12,0.16,1201,0.28,0
"116-s-3202",8,0.8,803,0.99,0
"116-s-3203",3,0.29,322,0.47,0
"116-s-3204",15,0.17,1525,0.25,0
"116-s-3205",15,0.83,1521,0.75,0
"116-s-3206",2,0.34,206,0.55,0
"116-s-3207",20,0.19,2001,0.54,0
"116-s-3208",20,0.27,2002,0.84,0
"116-s-3209",6,0.81,601,0.73,0
"116-s-321",5,0.53,503,0.97,0
"116-s-3210",3,0.95,333,0.56,0
"116-s-3211",7,0.58,701,0.56,0
"116-s-3212",14,0.55,1406,0.67,0
"116-s-3213",15,0.41,1501,0.76,0
"116-s-3214",15,0.2,1525,0.31,0
"116-s-3215",15,0.26,1501,0.41,0
"116-s-3216",3,0.45,398,0.37,0
"116-s-3217",21,0.92,2101,0.93,0
"116-s-3218",17,0.26,1707,0.63,0
"116-s-3219",6,0.57,601,0.72,0
"116-s-322",15,0.43,1521,0.81,0
"116-s-3220",3,0.21,325,0.35,0
"116-s-3221",4,0.32,402,0.79,0
"116-s-3222",6,0.64,601,0.68,0
"116-s-3223",12,0.25,1206,0.39,0
"116-s-3224",3,0.21,398,0.78,0
"116-s-3225",20,0.71,2012,0.76,0
"116-s-3226",3,0.59,332,0.29,0
"116-s-3227",13,0.23,1303,0.64,0
"116-s-3228",12,0.85,1210,0.37,0
"116-s-3229",1,0.35,107,0.86,0
"116-s-323",6,0.76,607,0.52,0
"116-s-3230",15,0.18,1525,0.27,0
"116-s-3231",15,0.33,1525,0.37,0
"116-s-3232",15,0.21,1525,0.31,0
"116-s-3233",3,0.21,321,0.26,0
"116-s-3234",13,0.66,1303,0.98,0
"116-s-3235",16,0.54,1608,0.77,0
"116-s-3236",12,0.61,1208,0.66,0
"116-s-3237",15,0.2,1525,0.31,0
"116-s-3238",12,0.21,1201,0.21,0
"116-s-3239",10,0.76,1002,0.31,0
"116-s-324",15,0.34,1502,0.49,0
"116-s-3240",99,0.32,9900,1,0
"116-s-3241",21,0.53,2103,0.51,0
"116-s-3242",13,0.28,1303,0.58,0
"116-s-3243",6,0.68,601,0.92,0
"116-s-3244",15,0.17,1523,0.71,0
"116-s-3245",5,0.57,503,0.53,0
"116-s-3246",15,0.2,1525,0.31,0
"116-s-3247",15,0.2,1525,0.37,0
"116-s-3248",15,0.24,1526,0.27,0
"116-s-3249",7,0.26,709,0.52,0
"116-s-325",21,0.8,2103,0.42,0
"116-s-3250",15,0.2,1525,0.3,0
"116-s-3251",16,0.42,1608,0.76,0
"116-s-3252",12,0.23,1201,0.2,0
"116-s-3253",15,0.17,1525,0.28,0
"116-s-3254",12,0.6,1209,0.47,0
"116-s-3255",2,0.36,200,0.36,0
"116-s-3256",15,0.15,1525,0.25,0
"116-s-3257",20,1,2008,1,0
"116-s-3258",16,0.8,1615,0.9,0
"116-s-3259",19,0.47,1901,0.61,0
"116-s-326",21,0.35,2104,0.43,0
"116-s-3260",20,1,2008,1,0
"116-s-3261",15,0.2,1525,0.32,0
"116-s-3262",15,0.2,1525,0.31,0
"116-s-3263",7,0.49,701,0.48,0
"116-s-3264",21,0.18,2102,0.63,0
"116-s-3265",21,0.86,2101,0.96,0
"116-s-3266",20,0.14,2002,0.44,0
"116-s-3267",15,0.2,1501,0.22,0
"116-s-3268",20,0.47,2012,0.69,0
"116-s-3269",7,0.35,705,0.47,0
"116-s-327",16,0.51,1608,0.73,0
"116-s-3270",15,0.33,1525,0.37,0
"116-s-3271",3,0.56,321,0.64,0
"116-s-3272",16,0.92,1608,0.95,0
"116-s-3273",3,0.21,321,0.26,0
"116-s-3274",12,0.25,1201,0.32,0
"116-s-3275",12,0.68,1207,0.7,0
"116-s-3276",20,0.13,2002,0.42,0
"116-s-3277",15,0.15,1525,0.27,0
"116-s-3278",15,0.48,1523,0.89,0
"116-s-3279",15,0.18,1525,0.31,0
"116-s-328",15,0.45,1521,0.7,0
"116-s-3280",1,0.51,107,0.83,0
"116-s-3281",15,0.22,1525,0.27,0
"116-s-3282",15,0.41,1521,0.52,0
"116-s-3283",12,0.53,1208,0.87,0
"116-s-3284",20,0.28,2012,0.27,0
"116-s-3285",21,0.33,2104,0.58,0
"116-s-3286",9,0.89,900,1,0
"116-s-3287",15,0.2,1525,0.31,0
"116-s-3288",21,0.86,2103,0.9,0
"116-s-3289",15,0.97,1521,0.97,0
"116-s-329",8,0.89,806,0.72,0
"116-s-3290",3,0.54,321,0.33,0
"116-s-3291",15,0.95,1521,0.99,0
"116-s-3292",15,0.2,1525,0.31,0
"116-s-3293",6,0.69,602,0.79,0
"116-s-3294",16,0.49,1608,0.81,0
"116-s-3295",12,0.17,1203,0.43,0
"116-s-3296",15,0.24,1501,0.19,0
"116-s-3297",13,0.21,1303,0.64,0
"116-s-3298",15,0.2,1525,0.31,0
"116-s-3299",15,0.19,1525,0.25,0
"116-s-33",21,0.92,2101,0.91,0
"116-s-330",20,0.48,2012,0.59,0
"116-s-3300",12,0.22,1207,0.2,0
"116-s-3301",12,0.14,1208,0.44,0
"116-s-3302",3,0.48,302,0.27,0
"116-s-3303",10,0.69,1002,0.26,0
"116-s-3304",15,0.2,1525,0.31,0
"116-s-3305",19,0.28,1921,0.44,0
"116-s-3306",15,0.25,1502,0.17,0
"116-s-3307",12,0.35,1207,0.23,0
"116-s-3308",18,0.43,1807,0.86,0
"116-s-3309",3,0.75,331,0.31,0
"116-s-331",15,0.75,1504,0.82,0
"116-s-3310",15,0.2,1525,0.31,0
"116-s-3311",19,0.29,1921,0.76,0
"116-s-3312",14,0.19,1401,0.72,0
"116-s-3313",19,0.45,1901,0.33,0
"116-s-3314",19,0.42,1921,0.95,0
"116-s-3315",1,0.55,107,0.81,0
"116-s-3316",19,0.33,1921,0.91,0
"116-s-3317",15,0.14,1525,0.24,0
"116-s-3318",3,0.96,302,0.5,0
"116-s-3319",12,0.21,1203,0.33,0
"116-s-332",15,0.33,1525,0.37,0
"116-s-3320",21,0.36,2103,0.64,0
"116-s-3321",12,0.34,1204,0.83,0
"116-s-3322",12,0.29,1201,0.24,0
"116-s-3323",15,0.5,1501,0.46,0
"116-s-3324",21,0.84,2102,0.82,0
"116-s-3325",15,0.19,1525,0.31,0
"116-s-3326",15,0.6,1501,0.46,0
"116-s-3327",19,0.35,1921,0.71,0
"116-s-3328",15,0.2,1525,0.32,0
"116-s-3329",15,0.19,1525,0.27,0
"116-s-333",21,0.49,2101,0.81,0
"116-s-3330",21,0.82,2103,0.88,0
"116-s-3331",21,0.9,2101,0.64,0
"116-s-3332",5,0.28,503,0.74,0
"116-s-3333",12,0.35,1207,0.23,0
"116-s-3334",12,0.2,1204,0.4,0
"116-s-3335",21,0.34,2103,0.63,0
"116-s-3336",21,0.84,2101,0.87,0
"116-s-3337",10,0.19,1003,0.65,0
"116-s-3338",1,0.22,107,0.38,0
"116-s-3339",16,0.73,1608,0.69,0
"116-s-334",21,0.85,2104,0.86,0
"116-s-3340",15,0.18,1525,0.31,0
"116-s-3341",5,0.62,503,0.52,0
"116-s-3342",12,0.34,1203,0.3,0
"116-s-3343",3,0.39,302,0.31,0
"116-s-3344",6,0.9,601,0.68,0
"116-s-3345",3,0.28,331,0.28,0
"116-s-3346",12,0.23,1201,0.2,0
"116-s-3347",15,0.18,1525,0.29,0
"116-s-3348",12,0.78,1209,0.5,0
"116-s-3349",15,0.2,1525,0.31,0
"116-s-335",16,0.41,1615,0.44,0
"116-s-3350",16,0.4,1608,0.64,0
"116-s-3351",3,0.34,398,0.61,0
"116-s-3352",13,0.29,1303,0.65,0
"116-s-3353",3,0.78,321,0.3,0
"116-s-3354",3,0.55,302,0.33,0
"116-s-3355",5,0.55,502,0.7,0
"116-s-3356",21,0.2,2103,0.67,0
"116-s-3357",15,0.2,1525,0.31,0
"116-s-3358",5,0.5,503,0.4,0
"116-s-3359",10,0.86,1002,0.4,0
"116-s-336",21,0.4,2102,0.73,0
"116-s-3360",21,0.45,2101,0.85,0
"116-s-3361",5,0.64,502,0.82,0
"116-s-3362",15,0.18,1501,0.38,0
"116-s-3363",21,0.9,2101,0.91,0
"116-s-3364",7,0.71,705,0.93,0
"116-s-3365",20,1,2008,1,0
"116-s-3366",21,0.28,2101,0.48,0
"116-s-3367",15,0.31,1520,0.58,0
"116-s-3368",15,0.26,1525,0.36,0
"116-s-3369",15,0.24,1526,0.33,0
"116-s-337",21,0.94,2101,0.95,0
"116-s-3370",15,0.2,1525,0.31,0
"116-s-3371",15,0.2,1525,0.31,0
"116-s-3372",3,0.8,301,0.36,0
"116-s-3373",7,0.25,705,0.57,0
"116-s-3374",12,0.22,1207,0.21,0
"116-s-3375",12,0.29,1201,0.25,0
"116-s-3376",3,0.79,301,0.28,0
"116-s-3377",12,0.48,1210,0.61,0
"116-s-3378",16,0.4,1608,0.75,0
"116-s-3379",19,0.55,1921,0.62,0
"116-s-338",15,0.28,1501,0.24,0
"116-s-3380",3,0.44,301,0.21,0
"116-s-3381",21,0.98,2101,0.95,0
"116-s-3382",3,0.22,398,0.85,0
"116-s-3383",3,0.23,302,0.67,0
"116-s-3384",3,0.73,335,0.61,0
"116-s-3385",5,0.19,503,0.77,0
"116-s-3386",19,0.3,1901,0.3,0
"116-s-3387",15,0.21,1521,0.31,0
"116-s-3388",2,0.38,208,0.42,0
"116-s-3389",15,0.43,1504,0.38,0
"116-s-339",21,0.97,2101,0.85,0
"116-s-3390",3,0.19,325,0.29,0
"116-s-3391",10,0.85,1002,0.32,0
"116-s-3392",9,0.51,900,1,0
"116-s-3393",16,0.84,1608,0.91,0
"116-s-3394",18,0.5,1802,0.66,0
"116-s-3395",16,0.26,1608,0.41,0
"116-s-3396",16,0.35,1608,0.31,0
"116-s-3397",15,0.2,1525,0.31,0
"116-s-3398",15,0.2,1525,0.31,0
"116-s-3399",15,0.18,1525,0.31,0
"116-s-34",20,0.38,2002,0.55,0
"116-s-340",3,0.62,321,0.86,0
"116-s-3400",16,0.29,1608,0.52,0
"116-s-3401",3,0.16,331,0.3,0
"116-s-3402",20,0.22,2002,0.52,0
"116-s-3403",21,0.58,2101,0.38,0
"116-s-3404",15,0.2,1525,0.28,0
"116-s-3405",6,0.38,602,0.37,0
"116-s-3406",15,0.48,1521,0.54,0
"116-s-3407",15,0.42,1523,0.79,0
"116-s-3408",3,0.57,334,0.59,0
"116-s-3409",16,0.26,1615,0.63,0
"116-s-341",16,0.93,1608,0.93,0
"116-s-3410",6,0.99,601,0.9,0
"116-s-3411",15,0.2,1525,0.31,0
"116-s-3412",15,0.2,1525,0.3,0
"116-s-3413",10,0.3,1002,0.92,0
"116-s-3414",3,0.42,322,0.41,0
"116-s-3415",3,0.71,302,0.35,0
"116-s-3416",15,0.19,1502,0.52,0
"116-s-3417",2,0.3,208,0.98,0
"116-s-3418",15,0.23,1523,0.41,0
"116-s-3419",15,0.2,1525,0.33,0
"116-s-342",6,0.89,601,0.77,0
"116-s-3420",2,0.29,208,0.84,0
"116-s-3421",2,0.22,208,0.76,0
"116-s-3422",13,0.28,1303,0.65,0
