"BillID","Major","MajorProb","Minor","MinorProb","Private"
"114-hr-6106",18,0.36,1803,0.48,0
"114-hr-6107",16,0.4,1608,0.77,0
"114-hr-6108",15,0.2,1525,0.31,0
"114-hr-6109",3,0.75,302,0.43,0
"114-hr-611",12,0.44,1203,0.21,0
"114-hr-6110",9,0.18,900,1,0
"114-hr-6111",8,0.5,803,0.95,0
"114-hr-6112",15,0.21,1525,0.35,0
"114-hr-6113",12,0.21,1205,0.62,0
"114-hr-6114",20,0.22,2002,0.35,0
"114-hr-6115",21,0.95,2103,0.86,0
"114-hr-6116",7,0.97,701,1,0
"114-hr-6117",15,0.18,1501,0.22,0
"114-hr-6118",15,0.45,1501,0.62,0
"114-hr-6119",6,0.94,601,0.52,0
"114-hr-612",21,0.56,2101,0.82,0
"114-hr-6120",6,0.29,602,0.73,0
"114-hr-6121",7,0.36,701,0.55,0
"114-hr-6122",6,0.99,601,0.9,0
"114-hr-6123",16,0.43,1699,0.72,0
"114-hr-6124",15,0.26,1504,0.47,0
"114-hr-6125",7,0.96,701,0.96,0
"114-hr-6126",15,0.33,1520,0.48,0
"114-hr-6127",7,0.69,701,0.99,0
"114-hr-6128",21,0.43,2104,0.67,0
"114-hr-6129",21,0.39,2103,0.58,0
"114-hr-613",15,0.2,1525,0.31,0
"114-hr-6130",20,0.17,2002,0.47,0
"114-hr-6131",15,0.21,1525,0.44,0
"114-hr-6132",3,0.47,301,0.28,0
"114-hr-6133",7,0.29,709,0.58,0
"114-hr-6134",15,0.2,1525,0.31,0
"114-hr-6135",20,0.99,2008,1,0
"114-hr-6136",5,0.24,503,0.8,0
"114-hr-6137",1,0.35,107,0.86,0
"114-hr-6138",20,0.98,2008,1,0
"114-hr-6139",3,0.78,321,0.3,0
"114-hr-614",15,0.18,1501,0.39,0
"114-hr-6140",7,0.96,701,0.96,0
"114-hr-6141",18,0.78,1802,0.67,0
"114-hr-6142",15,0.25,1525,0.54,0
"114-hr-6143",7,0.94,701,0.91,0
"114-hr-6144",15,0.25,1501,0.38,0
"114-hr-6145",15,0.25,1525,0.52,0
"114-hr-6146",3,0.55,302,0.33,0
"114-hr-6147",21,0.45,2101,0.8,0
"114-hr-6148",7,0.96,701,0.96,0
"114-hr-6149",8,0.31,802,0.55,0
"114-hr-615",16,0.56,1615,0.96,0
"114-hr-6150",6,0.59,601,0.75,0
"114-hr-6151",6,0.47,601,0.75,0
"114-hr-6152",12,0.75,1211,0.33,0
"114-hr-6153",12,0.28,1201,0.56,0
"114-hr-6154",7,0.76,701,0.85,0
"114-hr-6155",21,0.3,2103,0.53,0
"114-hr-6156",21,0.31,2103,0.73,0
"114-hr-6157",3,0.44,301,0.28,0
"114-hr-6158",20,0.23,2002,0.43,0
"114-hr-6159",15,0.5,1505,0.38,0
"114-hr-616",13,0.22,1303,0.64,0
"114-hr-6160",20,0.28,2002,0.55,0
"114-hr-6161",20,0.42,2002,0.59,0
"114-hr-6162",15,0.21,1525,0.34,0
"114-hr-6163",20,0.29,2002,0.38,0
"114-hr-6164",15,0.19,1525,0.3,0
"114-hr-6165",16,0.47,1608,0.65,0
"114-hr-6166",14,0.37,1400,0.39,0
"114-hr-6167",20,0.44,2012,0.72,0
"114-hr-6168",6,0.85,601,0.54,0
"114-hr-6169",20,0.19,2002,0.31,0
"114-hr-617",3,0.4,398,0.34,0
"114-hr-6170",7,0.93,701,0.98,0
"114-hr-6171",13,0.67,1302,0.53,0
"114-hr-6172",6,0.81,601,0.73,0
"114-hr-6173",1,0.39,107,0.86,0
"114-hr-6174",3,0.57,321,0.65,0
"114-hr-6175",9,1,900,1,0
"114-hr-6176",18,0.23,1803,0.47,0
"114-hr-6177",15,0.24,1501,0.38,0
"114-hr-6178",10,0.48,1002,0.96,0
"114-hr-6179",15,0.15,1525,0.35,0
"114-hr-618",15,0.2,1525,0.31,0
"114-hr-6180",6,0.71,602,0.82,0
"114-hr-6181",10,0.89,1002,0.26,0
"114-hr-6182",7,0.44,701,0.59,0
"114-hr-6183",1,0.6,107,0.86,0
"114-hr-6184",3,0.56,302,0.4,0
"114-hr-6185",3,0.22,398,0.85,0
"114-hr-6186",20,0.27,2002,0.57,0
"114-hr-6187",15,0.2,1525,0.31,0
"114-hr-6188",15,0.18,1525,0.3,0
"114-hr-6189",12,0.22,1207,0.21,0
"114-hr-619",3,0.21,398,0.78,0
"114-hr-6190",21,0.83,2101,0.91,0
"114-hr-6191",6,0.71,601,0.97,0
"114-hr-6192",12,0.36,1201,0.46,0
"114-hr-6193",15,0.21,1525,0.28,0
"114-hr-6194",15,0.2,1525,0.31,0
"114-hr-6195",15,0.31,1525,0.35,0
"114-hr-6196",15,0.35,1523,0.71,0
"114-hr-6197",15,0.16,1525,0.26,0
"114-hr-6198",9,0.85,900,1,0
"114-hr-6199",15,0.24,1525,0.2,0
"114-hr-62",20,1,2008,1,0
"114-hr-620",15,0.33,1525,0.37,0
"114-hr-6200",7,0.76,709,0.84,0
"114-hr-6201",7,0.59,701,0.62,0
"114-hr-6202",21,0.61,2104,0.37,0
"114-hr-6203",15,0.2,1525,0.31,0
"114-hr-6204",6,0.89,601,0.56,0
"114-hr-6205",6,0.25,601,0.87,0
"114-hr-6206",6,0.66,601,0.72,0
"114-hr-6207",8,0.19,807,0.65,0
"114-hr-6208",15,0.19,1525,0.3,0
"114-hr-6209",19,0.33,1925,0.56,0
"114-hr-621",6,0.64,601,0.63,0
"114-hr-6210",6,0.79,602,0.59,0
"114-hr-6211",12,0.65,1208,0.83,0
"114-hr-6212",15,0.2,1525,0.3,0
"114-hr-6213",14,0.37,1401,0.52,0
"114-hr-6214",16,0.22,1615,0.73,0
"114-hr-6215",99,0.28,9900,1,0
"114-hr-6216",21,0.16,2101,0.47,0
"114-hr-6217",12,0.23,1207,0.2,0
"114-hr-6218",21,0.99,2101,1,0
"114-hr-6219",15,0.2,1525,0.31,0
"114-hr-622",1,0.52,107,0.89,0
"114-hr-6220",3,0.55,302,0.46,0
"114-hr-6221",20,0.81,2006,0.86,0
"114-hr-6222",20,0.27,2002,0.79,0
"114-hr-6223",15,0.2,1525,0.31,0
"114-hr-6224",3,0.54,398,0.68,0
"114-hr-6225",20,0.32,2002,0.51,0
"114-hr-6226",3,0.83,302,0.3,0
"114-hr-6227",17,0.24,1798,0.49,0
"114-hr-6228",8,0.91,806,0.95,0
"114-hr-6229",16,0.6,1608,0.5,0
"114-hr-623",13,0.41,1303,0.5,0
"114-hr-6230",13,0.53,1303,0.97,0
"114-hr-6231",6,0.34,601,0.91,0
"114-hr-6232",20,0.27,2002,0.52,0
"114-hr-6233",15,0.2,1504,0.45,0
"114-hr-6234",21,0.21,2101,0.51,0
"114-hr-6235",21,0.8,2103,0.78,0
"114-hr-6236",6,0.42,601,0.41,0
"114-hr-6237",1,0.34,107,0.76,0
"114-hr-6238",12,0.19,1208,0.53,0
"114-hr-6239",6,0.84,601,0.91,0
"114-hr-624",2,0.26,208,0.49,0
"114-hr-6240",20,0.25,2002,0.52,0
"114-hr-6241",15,0.19,1525,0.39,0
"114-hr-6242",15,0.21,1501,0.29,0
"114-hr-6243",12,0.27,1203,0.41,0
"114-hr-6244",15,0.81,1501,0.91,0
"114-hr-6245",20,0.21,2002,0.49,0
"114-hr-6246",5,0.23,503,0.7,0
"114-hr-6247",21,0.88,2103,0.95,0
"114-hr-6248",1,0.25,105,0.77,0
"114-hr-6249",3,0.98,301,0.28,0
"114-hr-625",15,0.22,1525,0.29,0
"114-hr-6250",6,0.37,601,0.64,0
"114-hr-6251",12,0.22,1201,0.32,0
"114-hr-6252",12,0.17,1204,0.27,0
"114-hr-6253",15,0.2,1525,0.31,0
"114-hr-6254",15,0.19,1525,0.31,0
"114-hr-6255",20,0.7,2006,0.83,0
"114-hr-6256",19,0.3,1921,0.87,0
"114-hr-6257",10,0.25,1007,0.91,0
"114-hr-6258",10,0.25,1007,0.91,0
"114-hr-6259",12,0.22,1207,0.21,0
"114-hr-626",2,0.38,208,0.42,0
"114-hr-6260",15,0.2,1525,0.31,0
"114-hr-6261",15,0.13,1525,0.29,0
"114-hr-6262",3,0.6,302,0.35,0
"114-hr-6263",13,0.18,1303,0.34,0
"114-hr-6264",15,0.19,1525,0.3,0
"114-hr-6265",15,0.92,1525,0.81,0
"114-hr-6266",15,0.94,1501,0.92,0
"114-hr-6267",21,0.47,2101,0.74,0
"114-hr-6268",15,0.27,1525,0.26,0
"114-hr-6269",12,0.21,1204,0.34,0
"114-hr-627",16,0.85,1608,0.78,0
"114-hr-6270",15,0.94,1505,0.91,0
"114-hr-6271",19,0.42,1929,0.31,0
"114-hr-6272",20,0.19,2004,0.42,0
"114-hr-6273",3,0.74,301,0.28,0
"114-hr-6274",3,0.37,322,0.68,0
"114-hr-6275",3,0.39,331,0.46,0
"114-hr-6276",3,0.19,325,0.29,0
"114-hr-6277",3,0.83,302,0.57,0
"114-hr-6278",20,0.56,2002,0.81,0
"114-hr-6279",15,0.71,1505,0.49,0
"114-hr-628",15,0.2,1525,0.31,0
"114-hr-6280",15,0.19,1525,0.29,0
"114-hr-6281",15,0.46,1501,0.79,0
"114-hr-6282",20,1,2008,1,0
"114-hr-6283",15,0.34,1504,0.34,0
"114-hr-6284",20,0.17,2002,0.46,0
"114-hr-6285",9,0.29,900,1,0
"114-hr-6286",15,0.2,1525,0.31,0
"114-hr-6287",15,0.38,1501,0.74,0
"114-hr-6288",15,0.2,1525,0.36,0
"114-hr-6289",14,0.73,1400,0.39,0
"114-hr-629",15,0.26,1520,0.52,0
"114-hr-6290",8,0.96,806,0.89,0
"114-hr-6291",21,0.84,2101,0.91,0
"114-hr-6292",99,0.32,9900,1,0
"114-hr-6293",5,0.41,505,0.34,0
"114-hr-6294",15,0.2,1525,0.3,0
"114-hr-6295",20,0.27,2002,0.79,0
"114-hr-6296",99,1,9900,1,1
"114-hr-6297",19,0.72,1921,0.98,0
"114-hr-6298",2,0.37,208,0.49,0
"114-hr-6299",6,0.48,602,0.81,0
"114-hr-63",12,0.35,1203,0.3,0
"114-hr-630",15,0.31,1520,0.54,0
"114-hr-6300",3,0.69,302,0.33,0
"114-hr-6301",21,0.37,2101,0.79,0
"114-hr-6302",15,0.18,1525,0.33,0
"114-hr-6303",20,0.88,2003,0.43,0
"114-hr-6304",20,1,2008,1,0
"114-hr-6305",16,0.65,1608,0.64,0
"114-hr-6306",16,0.51,1608,0.84,0
"114-hr-6307",15,0.22,1525,0.34,0
"114-hr-6308",15,0.24,1501,0.38,0
"114-hr-6309",15,0.28,1522,0.43,0
"114-hr-631",15,0.2,1525,0.31,0
"114-hr-6310",16,0.36,1608,0.8,0
"114-hr-6311",21,0.43,2101,0.75,0
"114-hr-6312",15,0.19,1525,0.28,0
"114-hr-6313",20,0.16,2002,0.5,0
"114-hr-6314",20,0.24,2002,0.48,0
"114-hr-6315",16,0.87,1699,0.97,0
"114-hr-6316",15,0.22,1525,0.31,0
"114-hr-6317",3,0.91,333,0.56,0
"114-hr-6318",15,0.22,1525,0.39,0
"114-hr-6319",21,0.37,2101,0.71,0
"114-hr-632",16,0.3,1608,0.51,0
"114-hr-6320",16,0.4,1608,0.7,0
"114-hr-6321",7,0.26,711,0.37,0
"114-hr-6322",20,0.7,2006,0.83,0
"114-hr-6323",3,0.62,322,0.36,0
"114-hr-6324",20,0.29,2011,0.52,0
"114-hr-6325",5,0.53,502,0.67,0
"114-hr-6326",5,0.52,505,0.53,0
"114-hr-6327",15,0.18,1501,0.4,0
"114-hr-6328",12,0.56,1210,0.44,0
"114-hr-6329",15,0.22,1525,0.28,0
"114-hr-633",15,0.75,1525,0.67,0
"114-hr-6330",21,0.93,2101,0.83,0
"114-hr-6331",7,0.18,709,0.52,0
"114-hr-6332",12,0.56,1210,0.44,0
"114-hr-6333",3,0.97,325,0.74,0
"114-hr-6334",7,0.78,701,0.93,0
"114-hr-6335",5,0.24,503,0.81,0
"114-hr-6336",15,0.2,1525,0.31,0
"114-hr-6337",12,0.29,1210,0.79,0
"114-hr-6338",15,0.21,1525,0.28,0
"114-hr-6339",3,0.99,301,0.76,0
"114-hr-634",18,0.26,1807,0.45,0
"114-hr-6340",20,0.3,2011,0.41,0
"114-hr-6341",20,0.27,2002,0.74,0
"114-hr-6342",12,0.23,1201,0.31,0
"114-hr-6343",4,0.4,402,0.46,0
"114-hr-6344",21,0.96,2103,0.99,0
"114-hr-6345",15,0.22,1501,0.28,0
"114-hr-6346",21,0.52,2101,0.82,0
"114-hr-6347",3,0.8,332,0.47,0
"114-hr-6348",3,0.8,332,0.49,0
"114-hr-6349",15,0.2,1525,0.31,0
"114-hr-635",4,0.47,401,0.39,0
"114-hr-6350",8,0.88,807,0.71,0
"114-hr-6351",8,0.99,806,0.8,0
"114-hr-6352",6,0.88,601,1,0
"114-hr-6353",8,0.99,806,0.82,0
"114-hr-6354",6,0.88,601,1,0
"114-hr-6355",8,0.93,807,0.73,0
"114-hr-6356",8,0.99,806,0.95,0
"114-hr-6357",8,0.99,806,0.98,0
"114-hr-6358",8,0.99,806,0.87,0
"114-hr-6359",8,0.98,806,0.9,0
"114-hr-636",15,0.76,1521,0.89,0
"114-hr-6360",8,0.98,807,0.86,0
"114-hr-6361",8,0.98,807,0.84,0
"114-hr-6362",21,0.47,2102,0.95,0
"114-hr-6363",21,0.46,2102,0.93,0
"114-hr-6364",8,0.57,806,0.84,0
"114-hr-6365",8,0.95,807,0.85,0
"114-hr-6366",8,0.95,807,0.82,0
"114-hr-6367",8,0.53,806,0.78,0
"114-hr-6368",8,0.47,806,0.81,0
"114-hr-6369",8,0.51,806,0.86,0
"114-hr-637",15,0.23,1525,0.26,0
"114-hr-6370",5,0.72,503,0.95,0
"114-hr-6371",16,0.91,1699,0.91,0
"114-hr-6372",15,0.22,1525,0.26,0
"114-hr-6373",20,1,2008,1,0
"114-hr-6374",16,0.55,1608,0.75,0
"114-hr-6375",16,0.22,1615,0.73,0
"114-hr-6376",8,0.9,807,0.85,0
"114-hr-6377",16,0.23,1612,0.35,0
"114-hr-6378",15,0.33,1525,0.37,0
"114-hr-6379",99,1,9900,1,1
"114-hr-638",15,0.6,1523,0.79,0
"114-hr-6380",12,0.26,1201,0.51,0
"114-hr-6381",15,0.19,1501,0.29,0
"114-hr-6382",15,0.19,1525,0.31,0
"114-hr-6383",8,0.79,806,0.93,0
"114-hr-6384",8,0.85,806,0.91,0
"114-hr-6385",8,0.99,806,0.99,0
"114-hr-6386",8,0.99,806,0.96,0
"114-hr-6387",15,0.45,1504,0.73,0
"114-hr-6388",15,0.45,1504,0.77,0
"114-hr-6389",16,0.33,1608,0.54,0
"114-hr-639",3,0.49,321,0.26,0
"114-hr-6390",21,0.31,2101,0.43,0
"114-hr-6391",21,0.31,2101,0.43,0
"114-hr-6392",21,0.31,2101,0.43,0
"114-hr-6393",16,0.48,1603,0.46,0
"114-hr-6394",16,0.47,1608,0.65,0
"114-hr-6395",5,0.4,503,0.41,0
"114-hr-6396",5,0.42,503,0.77,0
"114-hr-6397",16,0.61,1608,0.67,0
"114-hr-6398",15,0.52,1521,0.99,0
"114-hr-6399",3,0.75,322,0.68,0
"114-hr-64",12,0.38,1201,0.55,0
"114-hr-640",1,0.4,107,0.84,0
"114-hr-6400",7,0.82,701,0.55,0
"114-hr-6401",21,0.36,2105,0.79,0
"114-hr-6402",5,0.96,503,0.99,0
"114-hr-6403",15,0.2,1525,0.31,0
"114-hr-6404",3,0.92,334,0.46,0
"114-hr-6405",15,0.79,1504,0.88,0
"114-hr-6406",15,0.84,1504,0.88,0
"114-hr-6407",7,0.28,709,0.54,0
"114-hr-6408",20,0.24,2008,0.5,0
"114-hr-6409",15,0.16,1525,0.31,0
"114-hr-641",7,0.75,709,0.8,0
"114-hr-6410",4,0.81,408,0.95,0
"114-hr-6411",7,0.6,701,0.54,0
"114-hr-6412",8,0.39,803,0.97,0
"114-hr-6413",8,0.39,803,0.97,0
"114-hr-6414",15,0.16,1525,0.3,0
"114-hr-6415",20,0.77,2004,0.65,0
"114-hr-6416",3,0.84,302,0.52,0
"114-hr-6417",2,0.28,200,0.45,0
"114-hr-6418",7,0.63,701,0.86,0
"114-hr-6419",12,0.36,1201,0.5,0
"114-hr-642",16,0.73,1609,0.6,0
"114-hr-6420",15,0.2,1525,0.31,0
"114-hr-6421",15,0.2,1525,0.31,0
"114-hr-6422",15,0.18,1501,0.31,0
"114-hr-6423",12,0.45,1211,0.21,0
"114-hr-6424",3,0.22,398,0.85,0
"114-hr-6425",15,0.2,1525,0.31,0
"114-hr-6426",20,0.68,2004,0.7,0
"114-hr-6427",15,0.71,1501,0.35,0
"114-hr-6428",3,0.99,302,0.85,0
"114-hr-6429",10,0.91,1002,0.7,0
"114-hr-643",6,0.65,601,0.72,0
"114-hr-6430",21,0.46,2101,0.54,0
"114-hr-6431",16,0.38,1615,0.56,0
"114-hr-6432",18,0.6,1802,0.62,0
"114-hr-6433",12,0.22,1207,0.2,0
"114-hr-6434",15,0.2,1525,0.31,0
"114-hr-6435",3,0.78,322,0.69,0
"114-hr-6436",15,0.69,1505,0.57,0
"114-hr-6437",21,0.43,2104,0.46,0
"114-hr-6438",12,0.66,1205,0.39,0
"114-hr-6439",1,0.55,107,0.81,0
"114-hr-644",20,0.17,2002,0.51,0
"114-hr-6440",12,0.73,1207,0.51,0
"114-hr-6441",15,0.22,1525,0.34,0
"114-hr-6442",21,1,2101,0.92,0
"114-hr-6443",3,0.3,342,0.57,0
"114-hr-6444",15,0.25,1504,0.37,0
"114-hr-6445",3,0.88,302,0.57,0
"114-hr-6446",6,0.65,601,0.7,0
"114-hr-6447",19,0.35,1921,0.82,0
"114-hr-6448",7,0.79,709,0.88,0
"114-hr-6449",7,0.34,705,0.45,0
"114-hr-645",6,0.61,601,0.68,0
"114-hr-6450",20,0.33,2002,0.7,0
"114-hr-6451",20,0.35,2002,0.4,0
"114-hr-6452",4,0.35,408,0.51,0
"114-hr-6453",15,0.4,1523,0.31,0
"114-hr-6454",13,0.27,1303,0.65,0
"114-hr-6455",13,0.27,1303,0.65,0
"114-hr-6456",12,0.24,1204,0.23,0
"114-hr-6457",3,0.61,331,0.33,0
"114-hr-6458",20,0.18,2002,0.4,0
"114-hr-6459",12,0.42,1206,0.44,0
"114-hr-646",21,0.8,2101,0.46,0
"114-hr-6460",7,0.67,701,0.86,0
"114-hr-6461",10,0.48,1002,0.37,0
"114-hr-6462",13,0.29,1303,0.65,0
"114-hr-6463",3,0.43,321,0.23,0
"114-hr-6464",15,0.2,1525,0.38,0
"114-hr-6465",7,0.83,701,0.82,0
"114-hr-6466",6,0.34,602,0.73,0
"114-hr-6467",15,0.17,1525,0.4,0
"114-hr-6468",9,0.61,900,1,0
"114-hr-6469",21,0.9,2103,0.84,0
"114-hr-647",3,0.68,301,0.27,0
"114-hr-6470",6,0.66,601,0.83,0
"114-hr-6471",16,0.2,1608,0.54,0
"114-hr-6472",6,0.44,602,0.46,0
"114-hr-6473",17,0.51,1709,0.69,0
"114-hr-6474",17,0.97,1707,0.74,0
"114-hr-6475",20,0.65,2008,0.81,0
"114-hr-6476",21,0.54,2101,0.8,0
"114-hr-6477",19,0.32,1901,0.28,0
"114-hr-6478",12,0.25,1204,0.23,0
"114-hr-6479",21,0.87,2101,0.31,0
"114-hr-648",3,0.59,301,0.33,0
"114-hr-6480",16,0.48,1603,0.46,0
"114-hr-6481",4,0.76,402,0.5,0
"114-hr-6482",19,0.48,1925,0.54,0
"114-hr-6483",15,0.2,1525,0.31,0
"114-hr-6484",3,0.42,321,0.55,0
"114-hr-6485",3,0.66,301,0.23,0
"114-hr-6486",15,0.2,1525,0.31,0
"114-hr-6487",15,0.56,1504,0.71,0
"114-hr-6488",15,0.27,1502,0.62,0
"114-hr-6489",13,0.61,1303,0.96,0
"114-hr-649",6,0.7,601,0.95,0
"114-hr-6490",13,0.25,1303,0.65,0
"114-hr-6491",21,0.99,2103,0.96,0
"114-hr-6492",1,0.55,107,0.83,0
"114-hr-6493",15,0.26,1501,0.41,0
"114-hr-6494",15,0.19,1525,0.29,0
"114-hr-6495",3,0.2,321,0.28,0
"114-hr-6496",15,0.37,1521,0.39,0
"114-hr-6497",15,0.24,1501,0.38,0
"114-hr-6498",1,0.5,107,0.86,0
"114-hr-6499",12,0.33,1210,0.26,0
"114-hr-65",16,0.5,1603,0.55,0
"114-hr-650",14,0.71,1406,0.49,0
"114-hr-6500",14,0.73,1400,0.42,0
"114-hr-6501",3,0.76,335,0.5,0
"114-hr-6502",15,0.16,1501,0.39,0
"114-hr-6503",3,0.68,302,0.33,0
"114-hr-6504",19,0.79,1921,0.39,0
"114-hr-6505",15,0.2,1525,0.31,0
"114-hr-6506",20,0.45,2011,0.28,0
"114-hr-6507",20,0.62,2011,0.47,0
"114-hr-6508",12,0.23,1201,0.2,0
"114-hr-6509",20,0.22,2002,0.34,0
"114-hr-651",20,0.97,2008,0.89,0
"114-hr-6510",12,0.44,1207,0.47,0
"114-hr-6511",20,0.25,2011,0.44,0
"114-hr-6512",3,0.8,333,0.47,0
"114-hr-6513",13,0.29,1303,0.65,0
"114-hr-6514",3,0.93,302,0.73,0
"114-hr-6515",3,0.34,322,0.67,0
"114-hr-6516",16,0.57,1608,0.67,0
"114-hr-6517",3,0.22,333,0.62,0
"114-hr-6518",15,0.13,1525,0.29,0
"114-hr-6519",15,0.2,1525,0.3,0
"114-hr-652",10,0.76,1010,0.37,0
"114-hr-6520",3,0.44,331,0.34,0
"114-hr-6521",6,0.66,601,0.69,0
"114-hr-6522",16,0.4,1608,0.47,0
"114-hr-6523",15,0.18,1525,0.27,0
"114-hr-6524",21,0.77,2104,0.49,0
"114-hr-6525",6,0.67,601,0.74,0
"114-hr-6526",16,0.84,1615,0.82,0
"114-hr-6527",15,0.2,1525,0.31,0
"114-hr-6528",21,0.38,2103,0.72,0
"114-hr-6529",21,0.89,2103,0.6,0
"114-hr-653",15,0.2,1525,0.31,0
"114-hr-6530",15,0.2,1501,0.38,0
"114-hr-6531",17,0.66,1701,0.83,0
"114-hr-6532",9,0.91,900,1,0
"114-hr-6533",19,0.29,1921,0.78,0
"114-hr-6534",15,0.2,1525,0.31,0
"114-hr-6535",8,0.19,801,0.73,0
"114-hr-6536",6,0.8,602,0.85,0
"114-hr-654",12,0.21,1210,0.23,0
"114-hr-655",15,0.2,1525,0.31,0
"114-hr-656",17,0.73,1707,0.35,0
"114-hr-657",20,0.98,2003,0.76,0
"114-hr-658",20,0.32,2002,0.65,0
"114-hr-659",15,0.17,1525,0.23,0
"114-hr-66",12,0.45,1204,0.78,0
"114-hr-660",1,0.48,105,0.93,0
"114-hr-661",20,0.16,2002,0.48,0
"114-hr-662",15,0.71,1521,0.93,0
"114-hr-663",3,0.39,322,0.61,0
"114-hr-664",2,0.3,208,0.8,0
"114-hr-665",3,0.87,331,0.63,0
"114-hr-666",8,0.96,803,1,0
"114-hr-667",16,0.5,1608,0.67,0
"114-hr-668",3,0.79,331,0.23,0
"114-hr-669",21,0.87,2103,0.81,0
"114-hr-67",12,0.48,1208,0.74,0
"114-hr-670",15,0.3,1525,0.33,0
"114-hr-671",20,1,2006,1,0
"114-hr-672",3,0.35,322,0.59,0
"114-hr-673",20,0.64,2004,0.28,0
"114-hr-674",15,0.15,1525,0.29,0
"114-hr-675",16,0.44,1608,0.74,0
"114-hr-676",3,0.65,302,0.37,0
"114-hr-677",13,0.29,1303,0.65,0
"114-hr-678",15,0.17,1525,0.27,0
"114-hr-679",6,0.15,601,0.44,0
"114-hr-68",12,0.56,1206,0.56,0
"114-hr-680",10,0.76,1003,0.26,0
"114-hr-681",15,0.19,1525,0.31,0
"114-hr-682",12,0.21,1207,0.21,0
"114-hr-683",12,0.23,1201,0.2,0
"114-hr-684",21,0.74,2102,0.88,0
"114-hr-685",15,0.77,1504,0.85,0
"114-hr-686",15,0.95,1521,0.96,0
"114-hr-687",12,0.25,1207,0.21,0
"114-hr-688",20,0.64,2004,0.29,0
"114-hr-689",16,0.2,1603,0.48,0
"114-hr-69",20,0.95,2006,1,0
"114-hr-690",20,0.22,2002,0.61,0
"114-hr-691",10,0.18,1002,0.51,0
"114-hr-692",12,0.21,1201,0.2,0
"114-hr-693",21,0.91,2101,0.57,0
"114-hr-694",19,0.26,1921,0.65,0
"114-hr-695",21,0.43,2103,0.93,0
"114-hr-696",3,0.98,335,0.5,0
"114-hr-697",7,0.69,709,0.84,0
"114-hr-698",99,1,9900,1,1
"114-hr-699",2,0.46,208,0.99,0
"114-hr-7",15,0.57,1505,0.47,0
"114-hr-70",8,0.73,800,0.42,0
"114-hr-700",3,0.44,302,0.66,0
"114-hr-701",6,0.86,601,0.65,0
"114-hr-702",8,0.96,803,1,0
"114-hr-703",8,0.61,806,0.73,0
"114-hr-704",15,0.22,1501,0.28,0
"114-hr-705",10,0.42,1005,0.58,0
"114-hr-706",12,0.26,1201,0.36,0
"114-hr-707",15,0.17,1525,0.25,0
"114-hr-708",15,0.2,1525,0.33,0
"114-hr-709",12,0.24,1201,0.19,0
"114-hr-71",99,0.2,9900,1,0
"114-hr-710",10,0.74,1002,0.35,0
"114-hr-711",3,0.16,331,0.3,0
"114-hr-712",20,0.21,2002,0.73,0
"114-hr-713",12,0.25,1208,0.83,0
"114-hr-714",15,0.21,1525,0.29,0
"114-hr-715",20,0.66,2004,0.68,0
"114-hr-716",15,0.16,1525,0.3,0
"114-hr-717",6,0.64,601,0.7,0
"114-hr-718",6,0.73,602,0.78,0
"114-hr-719",20,0.37,2002,0.68,0
"114-hr-72",7,0.32,705,0.64,0
"114-hr-720",10,0.44,1003,0.84,0
"114-hr-721",15,0.23,1525,0.21,0
"114-hr-722",20,0.48,2004,0.48,0
"114-hr-723",15,0.2,1525,0.31,0
"114-hr-724",12,0.21,1207,0.2,0
"114-hr-725",1,0.73,107,0.93,0
"114-hr-726",15,0.28,1502,0.61,0
"114-hr-727",20,0.2,2002,0.54,0
"114-hr-728",20,1,2008,1,0
"114-hr-729",3,0.7,302,0.58,0
"114-hr-73",2,0.27,208,0.81,0
"114-hr-730",20,0.68,2014,0.97,0
"114-hr-731",3,0.71,333,0.65,0
"114-hr-732",16,0.49,1608,0.63,0
"114-hr-733",15,0.2,1525,0.31,0
"114-hr-734",17,0.79,1707,0.63,0
"114-hr-735",15,0.16,1525,0.31,0
"114-hr-736",6,0.93,602,0.46,0
"114-hr-737",15,0.67,1525,0.87,0
"114-hr-738",15,0.2,1525,0.31,0
"114-hr-739",6,0.61,602,0.57,0
"114-hr-74",15,0.19,1525,0.28,0
"114-hr-740",7,0.32,705,0.6,0
"114-hr-741",19,0.31,1921,0.81,0
"114-hr-742",3,0.21,332,0.29,0
"114-hr-743",21,0.88,2101,0.49,0
"114-hr-744",3,0.55,321,0.36,0
"114-hr-745",3,0.61,331,0.26,0
"114-hr-746",4,0.73,405,0.71,0
"114-hr-747",6,0.94,601,0.49,0
"114-hr-748",15,0.13,1525,0.35,0
"114-hr-749",10,0.3,1005,0.59,0
"114-hr-75",15,0.21,1525,0.44,0
"114-hr-750",3,0.57,302,0.29,0
"114-hr-751",12,0.37,1201,0.3,0
"114-hr-752",12,0.48,1209,0.46,0
"114-hr-753",10,0.22,1003,0.7,0
"114-hr-754",15,0.2,1525,0.31,0
"114-hr-755",6,0.83,601,0.48,0
"114-hr-756",8,0.59,807,0.79,0
"114-hr-757",19,0.46,1921,0.89,0
"114-hr-758",15,0.17,1525,0.27,0
"114-hr-759",15,0.17,1525,0.29,0
"114-hr-76",16,0.47,1608,0.63,0
"114-hr-760",15,0.19,1525,0.37,0
"114-hr-761",21,0.7,2101,0.92,0
"114-hr-762",15,0.8,1521,0.86,0
"114-hr-763",3,0.89,322,0.75,0
"114-hr-764",3,0.24,321,0.32,0
